835,22,0.002568,9.08244,12
1024,23,0.003154,10.0667,15
72,17,0.000243,9.15079,13
953,25,0.002961,11.6783,17
91,16,0.000311,6.72561,10
652,22,0.002,9.37182,12
350,22,0.001099,10.4395,14
612,21,0.001964,9.81136,11
232,17,0.000774,7.8625,7
177,21,0.000555,10.8271,13
511,23,0.001572,9.97655,15
1037,23,0.003298,10.3864,11
197,19,0.000682,8.38938,13
697,22,0.002086,9.28096,14
239,19,0.000746,7.90571,13
1622,22,0.005064,9.72591,10
315,20,0.000652,8.87339,10
30,21,7.90E-05,10.3269,19
373,22,0.000765,10.5618,18
550,22,0.001114,10.553,16
34,16,8.70E-05,8.22951,14
118,16,0.000258,8.47549,10
1449,25,0.002947,10.8645,15
873,22,0.001808,10.0839,14
808,23,0.001687,9.78436,13
1167,25,0.002388,10.5056,15
308,21,0.000632,9.42476,15
41,13,0.000104,6.08,7
533,23,0.001082,11.0371,13
346,24,0.000728,11.5,16
929,24,0.001956,10.2885,14
117,16,0.000255,8.69951,12
26,18,7.10E-05,9.02083,16
666,23,0.001327,10.136,13
1734,26,0.003603,10.7851,14
1824,27,0.003737,12.1416,17
231,22,0.000474,11.4182,14
1807,26,0.003745,10.7077,14
655,22,0.001317,9.45545,12
2298,25,0.0048,10.2244,13
76,14,0.000169,7.45185,8
786,25,0.001566,11.2696,19
609,21,0.001228,9.22804,11
2231,26,0.004695,10.6504,16
1757,24,0.003709,9.85137,14
299,24,0.000604,11.503,20
41,18,0.000101,9.95946,14
543,23,0.001101,10.6895,15
438,21,0.000896,10.0621,11
2864,28,0.005932,12.2559,16
221,20,0.000464,9.78497,12
2849,27,0.005903,11.0714,15
179,19,0.000385,8.82792,11
1075,26,0.002169,11.5799,16
177,18,0.00038,8.58117,12
752,24,0.001564,10.0917,16
182,18,0.000392,8.18649,8
1355,24,0.002745,10.0853,12
205,23,0.000421,11.0603,17
712,24,0.001476,10.5858,16
1421,27,0.002865,12.0228,19
2186,25,0.004616,9.91612,13
168,21,0.000362,10.6818,15
39,22,9.50E-05,12.0147,18
4038,28,0.008539,11.1541,14
90,20,0.000204,9.61688,16
2905,27,0.006059,10.8626,17
2301,27,0.003332,11.8772,15
698,25,0.000859,10.8711,19
2190,24,0.002283,9.48527,10
936,24,0.000948,11.8384,16
238,22,0.000242,9.92629,16
3038,27,0.003108,10.957,15
1632,26,0.001687,10.8184,18
4306,25,0.004613,10.3003,11
739,26,0.000759,11.9036,20
382,20,0.000391,9.36435,14
2084,26,0.002268,10.7022,16
99,16,0.000112,7.52841,10
2764,27,0.002798,11.4317,17
428,19,0.000442,8.66071,11
715,25,0.000734,13.0852,21
68,15,7.80E-05,7.35246,11
34,17,4.50E-05,9.27419,13
121,15,0.000132,7.37799,7
993,25,0.001016,10.7449,17
163,17,0.000169,8.92553,11
2389,27,0.002442,11.712,17
369,20,0.000383,8.33812,8
356,20,0.000373,8.59302,12
1461,27,0.001474,11.1426,21
854,26,0.000868,11.4814,18
730,22,0.000748,9.60016,12
257,22,0.000265,11.3218,14
414,22,0.000439,9.85248,12
181,19,0.000192,9.89644,17
336,20,0.000347,9.109,8
707,21,0.000711,8.57759,9
1467,24,0.001485,11.0388,14
1319,25,0.001512,10.7828,13