70436,22,0.052883,0,12
98412,23,0.084454,0,15
11718,17,0.009655,0,13
134664,25,0.11155,0,17
5209,16,0.003992,0,10
59830,22,0.048467,0,12
71614,22,0.056052,0,14
42704,21,0.033113,0,11
10486,17,0.007586,0,7
55230,21,0.042092,0,13
86288,23,0.072206,0,15
87902,23,0.077561,0,11
24271,19,0.019059,0,13
67445,22,0.055544,0,14
21294,19,0.015223,0,13
67976,22,0.058602,0,10
30932,20,0.025351,0,10
51926,21,0.047731,0,19
74010,22,0.067017,0,18
57200,22,0.052563,0,16
6175,16,0.004925,0,14
4890,16,0.003632,0,10
128087,25,0.121729,0,15
59140,22,0.051696,0,14
86044,23,0.07861,0,13
124428,25,0.105172,0,15
55828,21,0.046124,0,15
1904,13,0.001399,0,7
89286,23,0.076669,0,13
96167,24,0.086407,0,16
108997,24,0.097614,0,14
6800,16,0.005336,0,12
12237,18,0.009437,0,16
91221,23,0.083393,0,13
146642,26,0.125365,0,14
166169,27,0.134217,0,17
61999,22,0.052403,0,14
149038,26,0.127417,0,14
66394,22,0.057059,0,12
134964,25,0.113525,0,13
3528,14,0.002769,0,8
141058,25,0.121631,0,19
51334,21,0.046774,0,11
147235,26,0.123946,0,16
96629,24,0.088639,0,14
117820,24,0.106972,0,20
12721,18,0.010128,0,14
82402,23,0.064364,0,15
55950,21,0.04562,0,11
170358,28,0.129168,0,16
41346,20,0.037132,0,12
163708,27,0.130647,0,15
25948,19,0.02173,0,11
146431,26,0.123033,0,16
16644,18,0.013905,0,12
113398,24,0.098873,0,16
12763,18,0.009697,0,8
102477,24,0.088157,0,12
91593,23,0.081996,0,17
116022,24,0.105088,0,16
170975,27,0.141061,0,19
132375,25,0.114657,0,13
43631,21,0.035418,0,15
61343,22,0.044709,0,18
173107,28,0.133515,0,14
37323,20,0.03462,0,16
166627,27,0.135946,0,17
165544,27,0.137432,0,15
136365,25,0.115025,0,19
101428,24,0.089164,0,10
99337,24,0.09976,0,16
69657,22,0.067147,0,16
169153,27,0.157651,0,15
146614,26,0.127741,0,18
136769,25,0.118235,0,11
144168,26,0.123525,0,20
32178,20,0.027059,0,14
149505,26,0.125559,0,16
6810,16,0.005479,0,10
165286,27,0.131422,0,17
20088,19,0.016866,0,11
134133,25,0.113336,0,21
3471,15,0.002624,0,11
9452,17,0.007642,0,13
4001,15,0.003034,0,7
134421,25,0.116626,0,17
10951,17,0.008702,0,11
165164,27,0.133537,0,17
32194,20,0.027501,0,8
37083,20,0.027876,0,12
163614,27,0.127539,0,21
145000,26,0.125088,0,18
68791,22,0.055989,0,12
69185,22,0.056729,0,14
66051,22,0.054749,0,12
25603,19,0.019469,0,17
30499,20,0.022163,0,8
45472,21,0.034859,0,9
106698,24,0.089072,0,14
130566,25,0.11099,0,13